timestamp,elapsed_time_s,moving_elapsed_time_s,elapsed_time_min_sec,lap_number,lap_nature,elapsed_time_in_lap_s,distance,speed_kmh,heart_rate,cadence_step_per_min,stance_time,stance_time_balance,stance_time_percent,step_length,vertical_oscillation,vertical_ratio,altitude,temperature
2025-09-11 17:16:55,2512.0,1695.0,28:15,5,Recovery,31.0,5175.71,5.14,145,112,,,,512,69.2,9.84,43,25
2025-09-11 17:16:56,2513.0,1696.0,28:16,5,Recovery,32.0,5177.24,4.54,141,148,324,48.65,47.0,504,86.7,17.84,43,25
2025-09-11 17:16:58,2515.0,1698.0,28:18,5,Recovery,34.0,5179.92,4.54,145,138,341,48.53,45.75,537,78.0,13.84,43,25
2025-09-11 17:16:59,2516.0,1699.0,28:19,5,Recovery,35.0,5180.32,4.61,147,136,385,48.53,45.75,729,59.5,12.18,43,25
2025-09-11 17:17:01,2518.0,1701.0,28:21,5,Recovery,37.0,5182.05,4.71,145,122,,,,582,55.5,10.53,43,25
2025-09-11 17:17:02,2519.0,1702.0,28:22,5,Recovery,38.0,5183.0,4.71,140,122,,,,546,55.5,11.12,43,25
2025-09-11 17:17:03,2520.0,1703.0,28:23,5,Recovery,39.0,5184.01,4.57,136,110,617,48.21,50.0,438,61.5,12.87,43,25
2025-09-11 17:17:05,2522.0,1705.0,28:25,5,Recovery,41.0,5185.97,3.53,135,114,,,,494,58.5,11.5,43,25
2025-09-11 17:17:06,2523.0,1706.0,28:26,5,Recovery,42.0,5187.16,3.53,137,112,,,,604,46.7,9.56,43,25
2025-09-11 17:17:08,2525.0,1708.0,28:28,5,Recovery,44.0,5189.58,3.63,134,106,,,,600,41.0,8.37,43,25
2025-09-11 17:17:09,2526.0,1709.0,28:29,5,Recovery,45.0,5190.7,3.63,129,104,,,,630,38.0,7.21,43,25
2025-09-11 17:17:10,2527.0,1710.0,28:30,5,Recovery,46.0,5191.65,3.66,122,102,,,,646,38.0,6.71,43,25
2025-09-11 17:17:11,2528.0,1711.0,28:31,5,Recovery,47.0,5192.57,3.8,119,102,,,,660,37.0,6.43,43,25
2025-09-11 17:17:12,2529.0,1712.0,28:32,6,Intensity,0.0,5193.8,3.8,120,100,623,48.56,50.0,747,33.0,5.84,43,25
2025-09-11 17:17:14,2531.0,1714.0,28:34,6,Intensity,2.0,5201.01,3.77,120,184,187,49.28,30.0,368,138.5,40.81,43,25
2025-09-11 17:17:18,2535.0,1718.0,28:38,6,Intensity,6.0,5223.97,13.2,121,188,175,49.28,27.75,1824,96.5,5.25,43,25
2025-09-11 17:17:19,2536.0,1719.0,28:39,6,Intensity,7.0,5229.72,18.85,127,188,174,49.28,27.5,1837,95.5,5.25,43,25
2025-09-11 17:17:21,2538.0,1721.0,28:41,6,Intensity,9.0,5240.76,19.72,129,188,175,49.37,27.5,1781,95.5,5.25,43,25
2025-09-11 17:17:22,2539.0,1722.0,28:42,6,Intensity,10.0,5246.06,19.72,130,188,175,49.37,27.5,1751,97.5,5.34,43,25
2025-09-11 17:17:24,2541.0,1724.0,28:44,6,Intensity,12.0,5256.49,19.52,141,188,177,49.28,27.5,1751,97.5,5.34,43,25
2025-09-11 17:17:26,2543.0,1726.0,28:46,6,Intensity,14.0,5267.68,19.01,150,186,178,49.28,27.75,1718,98.5,5.46,44,25
2025-09-11 17:17:27,2544.0,1727.0,28:47,6,Intensity,15.0,5273.26,18.81,154,186,179,49.18,28.0,1718,97.5,5.46,44,25
2025-09-11 17:17:28,2545.0,1728.0,28:48,6,Intensity,16.0,5279.1,18.81,157,186,179,49.18,28.0,1713,96.5,5.46,44,25
2025-09-11 17:17:29,2546.0,1729.0,28:49,6,Intensity,17.0,5285.32,18.81,165,186,180,49.06,28.25,1713,96.5,5.46,44,25
2025-09-11 17:17:30,2547.0,1730.0,28:50,6,Intensity,18.0,5291.32,19.01,168,186,181,48.96,28.25,1725,95.5,5.34,44,25
2025-09-11 17:17:31,2548.0,1731.0,28:51,6,Intensity,19.0,5297.07,19.05,170,186,181,48.96,28.25,1744,95.5,5.25,44,25
2025-09-11 17:17:33,2550.0,1733.0,28:53,6,Intensity,21.0,5308.24,19.75,170,186,182,48.87,28.5,1779,96.5,5.25,44,25
2025-09-11 17:17:35,2552.0,1735.0,28:55,6,Intensity,23.0,5319.39,19.99,171,186,182,48.65,28.5,1778,97.5,5.25,44,25
2025-09-11 17:17:37,2554.0,1737.0,28:57,6,Intensity,25.0,5330.43,19.99,172,186,183,48.65,28.5,1778,97.5,5.25,44,25
2025-09-11 17:17:39,2556.0,1739.0,28:59,6,Intensity,27.0,5341.95,19.95,172,186,184,48.65,28.75,1765,95.5,5.25,44,25
2025-09-11 17:17:41,2558.0,1741.0,29:01,6,Intensity,29.0,5353.2,19.92,173,188,182,48.46,28.75,1755,94.5,5.15,44,25
2025-09-11 17:17:44,2561.0,1744.0,29:04,6,Intensity,32.0,5370.32,20.05,174,188,181,48.46,28.25,1790,94.5,5.06,44,25
2025-09-11 17:17:48,2565.0,1748.0,29:08,6,Intensity,36.0,5392.06,20.09,175,184,184,48.37,28.25,1822,97.5,5.15,44,25
2025-09-11 17:17:49,2566.0,1749.0,29:09,6,Intensity,37.0,5397.3,20.09,175,184,187,48.37,28.5,1817,97.5,5.15,44,25
2025-09-11 17:17:50,2567.0,1750.0,29:10,7,Recovery,0.0,5402.43,20.09,176,182,187,48.37,28.5,1816,97.5,5.15,44,25
2025-09-11 17:17:52,2569.0,1752.0,29:12,7,Recovery,2.0,5411.6,20.02,177,178,196,48.37,29.0,1885,113.2,5.34,44,25
2025-09-11 17:17:54,2571.0,1754.0,29:14,7,Recovery,4.0,5418.38,19.85,177,168,251,48.46,34.5,1710,116.0,5.84,44,25
2025-09-11 17:17:59,2576.0,1759.0,29:19,7,Recovery,9.0,5427.19,9.47,176,156,318,48.37,41.0,821,83.0,7.68,44,25
2025-09-11 17:18:02,2579.0,1762.0,29:22,7,Recovery,12.0,5432.92,6.21,173,156,313,48.56,40.75,734,89.7,11.4,44,25
2025-09-11 17:18:04,2581.0,1764.0,29:24,7,Recovery,14.0,5437.43,7.56,174,158,311,48.68,40.75,774,91.7,11.4,44,25
2025-09-11 17:18:06,2583.0,1766.0,29:26,7,Recovery,16.0,5441.95,8.16,170,158,306,48.78,40.5,821,91.7,11.12,44,25
2025-09-11 17:18:12,2589.0,1772.0,29:32,7,Recovery,22.0,5456.94,9.31,167,160,299,48.71,39.75,943,92.7,10.03,44,25
2025-09-11 17:18:15,2592.0,1775.0,29:35,7,Recovery,25.0,5464.61,9.31,164,160,294,48.93,39.5,958,94.5,9.75,44,25
2025-09-11 17:18:17,2594.0,1777.0,29:37,7,Recovery,27.0,5470.24,9.34,164,162,291,48.93,39.25,960,91.7,9.46,44,25
2025-09-11 17:18:21,2598.0,1781.0,29:41,7,Recovery,31.0,5481.0,9.47,160,162,290,48.84,39.25,988,90.7,8.96,44,25
2025-09-11 17:18:24,2601.0,1784.0,29:44,7,Recovery,34.0,5488.41,9.51,159,162,293,48.75,39.5,992,92.7,9.06,44,25
2025-09-11 17:18:27,2604.0,1787.0,29:47,7,Recovery,37.0,5495.92,9.44,155,162,300,48.65,40.25,970,87.7,8.87,44,25
2025-09-11 17:18:31,2608.0,1791.0,29:51,7,Recovery,41.0,5505.11,9.37,153,158,309,48.43,40.75,969,89.7,8.96,44,25
2025-09-11 17:18:36,2613.0,1796.0,29:56,7,Recovery,46.0,5511.03,9.1,152,130,453,48.21,43.25,1374,47.7,5.75,44,25
2025-09-11 17:18:39,2616.0,1799.0,29:59,7,Recovery,49.0,5512.8,8.36,149,118,453,48.21,44.25,1374,47.7,4.37,44,25
2025-09-11 17:18:40,2617.0,1800.0,30:00,8,Intensity,0.0,5513.36,4.87,147,114,506,48.21,44.25,431,44.7,4.78,44,25
2025-09-11 17:18:43,2620.0,1803.0,30:03,8,Intensity,3.0,5524.8,2.28,151,186,193,48.75,29.75,448,94.5,18.34,44,25
2025-09-11 17:18:44,2621.0,1804.0,30:04,8,Intensity,4.0,5530.79,2.28,154,192,183,48.75,29.25,1186,85.7,12.96,44,25
2025-09-11 17:18:46,2623.0,1806.0,30:06,8,Intensity,6.0,5542.67,11.08,158,190,178,48.87,28.5,1800,106.2,7.68,44,25
2025-09-11 17:18:48,2625.0,1808.0,30:08,8,Intensity,8.0,5553.77,20.25,162,190,180,48.96,28.5,1807,103.5,6.43,44,25
2025-09-11 17:18:51,2628.0,1811.0,30:11,8,Intensity,11.0,5569.91,19.79,165,190,183,48.96,29.0,1677,90.7,5.65,44,25
2025-09-11 17:18:55,2632.0,1815.0,30:15,8,Intensity,15.0,5591.62,19.38,167,188,182,48.93,28.75,1739,96.5,5.46,45,25
2025-09-11 17:18:59,2636.0,1819.0,30:19,8,Intensity,19.0,5612.83,19.58,169,188,186,48.93,29.25,1730,94.5,5.34,45,25
2025-09-11 17:19:01,2638.0,1821.0,30:21,8,Intensity,21.0,5623.05,19.45,171,186,186,48.84,29.0,1735,94.5,5.25,46,25
2025-09-11 17:19:02,2639.0,1822.0,30:22,8,Intensity,22.0,5627.98,19.45,172,186,186,48.84,29.0,1729,95.5,5.34,46,25
2025-09-11 17:19:03,2640.0,1823.0,30:23,8,Intensity,23.0,5633.06,19.45,172,186,185,48.84,28.75,1688,96.5,5.46,46,25
2025-09-11 17:19:06,2643.0,1826.0,30:26,8,Intensity,26.0,5648.29,18.51,174,186,185,48.84,28.5,1633,96.5,5.56,46,25
2025-09-11 17:19:08,2645.0,1828.0,30:28,8,Intensity,28.0,5658.59,18.48,175,188,183,48.75,28.5,1625,93.7,5.46,46,24
2025-09-11 17:19:10,2647.0,1830.0,30:30,8,Intensity,30.0,5669.31,18.48,176,186,183,48.75,28.5,1612,95.5,5.65,46,24
2025-09-11 17:19:13,2650.0,1833.0,30:33,8,Intensity,33.0,5686.74,18.37,177,188,187,48.75,29.25,1629,95.5,5.65,46,24
2025-09-11 17:19:14,2651.0,1834.0,30:34,8,Intensity,34.0,5692.72,18.41,177,188,186,48.84,29.0,1640,96.5,5.65,46,24
2025-09-11 17:19:15,2652.0,1835.0,30:35,8,Intensity,35.0,5698.85,18.48,177,188,187,48.84,29.0,1724,95.5,5.46,46,24
2025-09-11 17:19:17,2654.0,1837.0,30:37,8,Intensity,37.0,5710.6,18.85,178,186,187,48.84,29.0,1782,95.5,5.25,46,24
2025-09-11 17:19:18,2655.0,1838.0,30:38,9,Recovery,0.0,5716.07,18.95,178,186,187,48.65,29.0,2028,109.2,5.34,46,24
2025-09-11 17:19:21,2658.0,1841.0,30:41,9,Recovery,3.0,5728.49,19.18,178,162,246,48.65,32.5,2074,123.0,5.46,46,24
2025-09-11 17:19:22,2659.0,1842.0,30:42,9,Recovery,4.0,5730.96,19.18,178,158,271,48.53,35.25,1381,119.0,5.65,46,24
2025-09-11 17:19:28,2665.0,1848.0,30:48,9,Recovery,10.0,5744.88,9.17,178,158,295,48.03,39.25,973,96.5,8.87,46,25
2025-09-11 17:19:31,2668.0,1851.0,30:51,9,Recovery,13.0,5751.62,8.54,174,156,306,48.25,40.25,932,92.7,9.37,45,25
2025-09-11 17:19:35,2672.0,1855.0,30:55,9,Recovery,17.0,5760.93,8.6,173,158,308,48.34,41.0,916,89.7,9.46,45,25
2025-09-11 17:19:39,2676.0,1859.0,30:59,9,Recovery,21.0,5769.34,8.37,169,160,309,48.34,41.25,853,83.7,9.56,45,25
2025-09-11 17:19:41,2678.0,1861.0,31:01,9,Recovery,23.0,5774.01,8.1,166,160,306,48.34,41.0,847,85.7,9.75,44,25
2025-09-11 17:19:43,2680.0,1863.0,31:03,9,Recovery,25.0,5778.88,8.1,166,160,301,48.34,40.5,858,87.7,9.93,44,25
2025-09-11 17:19:47,2684.0,1867.0,31:07,9,Recovery,29.0,5788.09,8.37,166,162,297,48.43,40.0,889,88.7,9.75,44,25
2025-09-11 17:19:49,2686.0,1869.0,31:09,9,Recovery,31.0,5792.75,8.4,163,162,291,48.43,39.25,882,88.7,9.75,44,25
2025-09-11 17:19:51,2688.0,1871.0,31:11,9,Recovery,33.0,5797.55,8.4,160,162,289,48.53,39.25,874,87.7,9.84,44,25
2025-09-11 17:19:53,2690.0,1873.0,31:13,9,Recovery,35.0,5802.45,8.43,159,162,289,48.53,39.0,883,97.5,10.25,44,25
2025-09-11 17:19:58,2695.0,1878.0,31:18,9,Recovery,40.0,5815.5,8.54,156,160,301,48.87,40.5,944,89.7,9.65,44,25
2025-09-11 17:19:59,2696.0,1879.0,31:19,9,Recovery,41.0,5817.89,8.6,152,160,303,48.96,40.5,975,89.7,9.46,44,25
2025-09-11 17:20:01,2698.0,1881.0,31:21,9,Recovery,43.0,5821.48,8.74,149,150,317,48.96,40.5,1020,87.7,8.78,44,25
2025-09-11 17:20:03,2700.0,1883.0,31:23,9,Recovery,45.0,5823.26,8.74,145,148,345,48.96,41.5,1252,55.5,7.5,44,25
2025-09-11 17:20:04,2701.0,1884.0,31:24,9,Recovery,46.0,5823.43,8.7,142,144,460,48.96,44.0,1252,35.0,6.53,44,25
2025-09-11 17:20:06,2703.0,1886.0,31:26,9,Recovery,48.0,5824.0,8.4,140,130,,,,1252,35.0,4.68,44,25
2025-09-11 17:20:07,2704.0,1887.0,31:27,9,Recovery,49.0,5824.29,3.1,139,88,489,48.62,45.75,1252,29.2,4.28,44,25
2025-09-11 17:20:09,2706.0,1889.0,31:29,10,Intensity,0.0,5825.09,1.13,138,0,632,,41.25,1252,14.5,2.71,43,25
2025-09-11 17:20:11,2708.0,1891.0,31:31,10,Intensity,2.0,5830.65,0.0,138,0,632,,41.25,1252,14.5,2.71,43,25
2025-09-11 17:20:12,2709.0,1892.0,31:32,10,Intensity,3.0,5835.48,0.0,151,124,441,50.62,35.5,1252,55.5,2.71,43,25
2025-09-11 17:20:14,2711.0,1894.0,31:34,10,Intensity,5.0,5846.64,0.0,154,192,181,53.78,29.0,1724,97.5,4.46,43,25
2025-09-11 17:20:15,2712.0,1895.0,31:35,10,Intensity,6.0,5852.34,4.97,156,190,178,52.5,28.5,1786,93.7,4.68,43,25
2025-09-11 17:20:16,2713.0,1896.0,31:36,10,Intensity,7.0,5858.18,16.66,161,190,178,52.21,28.5,1831,93.7,4.78,43,25
2025-09-11 17:20:18,2715.0,1898.0,31:38,10,Intensity,9.0,5869.47,19.94,164,190,178,51.56,28.5,1719,94.5,4.96,43,25
2025-09-11 17:20:20,2717.0,1900.0,31:40,10,Intensity,11.0,5881.05,19.88,167,194,175,51.31,28.5,1732,90.7,4.96,43,24
2025-09-11 17:20:22,2719.0,1902.0,31:42,10,Intensity,13.0,5893.61,19.88,168,196,172,51.31,28.25,1688,91.7,5.06,43,24
2025-09-11 17:20:24,2721.0,1904.0,31:44,10,Intensity,15.0,5906.23,20.76,169,196,172,51.4,28.5,1723,89.7,5.06,44,24
2025-09-11 17:20:26,2723.0,1906.0,31:46,10,Intensity,17.0,5918.39,21.5,171,196,171,51.31,28.0,1773,89.7,4.87,44,24
2025-09-11 17:20:28,2725.0,1908.0,31:48,10,Intensity,19.0,5930.87,21.66,172,196,173,51.09,28.5,1776,88.7,4.78,45,24
2025-09-11 17:20:30,2727.0,1910.0,31:50,10,Intensity,21.0,5943.43,21.6,174,196,176,50.87,29.0,1787,89.7,4.87,45,24
2025-09-11 17:20:31,2728.0,1911.0,31:51,10,Intensity,22.0,5949.61,21.56,176,196,178,50.87,29.0,1843,98.5,4.87,45,24
2025-09-11 17:20:32,2729.0,1912.0,31:52,10,Intensity,23.0,5955.83,21.43,177,194,179,50.78,29.0,1843,95.5,4.87,45,24
2025-09-11 17:20:36,2733.0,1916.0,31:56,10,Intensity,27.0,5980.61,21.36,180,194,178,50.18,29.0,1816,91.7,4.87,46,24
2025-09-11 17:20:37,2734.0,1917.0,31:57,10,Intensity,28.0,5987.0,21.3,181,194,177,50.09,28.75,1822,90.7,4.78,44,24
2025-09-11 17:20:38,2735.0,1918.0,31:58,10,Intensity,29.0,5992.98,21.3,182,194,178,50.09,29.0,1850,89.7,4.78,44,24
2025-09-11 17:20:40,2737.0,1920.0,32:00,10,Intensity,31.0,6004.71,21.41,183,190,183,50.0,29.25,1884,96.5,4.78,43,24
2025-09-11 17:20:43,2740.0,1923.0,32:03,10,Intensity,34.0,6021.88,21.28,184,186,188,49.75,29.25,1875,96.5,4.87,45,24
2025-09-11 17:20:45,2742.0,1925.0,32:05,11,Recovery,0.0,6032.93,21.14,185,184,188,49.75,28.75,1879,98.5,4.96,45,24
2025-09-11 17:20:46,2743.0,1926.0,32:06,11,Recovery,1.0,6037.96,21.07,185,178,192,49.65,28.5,2125,126.7,5.15,45,24
2025-09-11 17:20:47,2744.0,1927.0,32:07,11,Recovery,2.0,6042.15,21.06,186,170,211,49.65,29.5,2142,133.7,5.25,45,24
2025-09-11 17:20:50,2747.0,1930.0,32:10,11,Recovery,5.0,6050.21,20.74,186,156,295,49.65,42.25,1460,101.5,5.56,45,24
2025-09-11 17:20:56,2753.0,1936.0,32:16,11,Recovery,11.0,6061.14,7.35,184,154,321,49.65,42.25,819,83.7,9.56,45,24
2025-09-11 17:20:57,2754.0,1937.0,32:17,11,Recovery,12.0,6062.98,7.35,183,156,319,49.53,41.75,817,84.7,9.75,45,24
2025-09-11 17:20:59,2756.0,1939.0,32:19,11,Recovery,14.0,6066.64,7.46,178,158,315,49.06,41.5,796,83.7,10.03,44,24
2025-09-11 17:21:01,2758.0,1941.0,32:21,11,Recovery,16.0,6070.94,7.57,176,158,308,48.87,41.0,788,83.7,10.34,43,24
2025-09-11 17:21:04,2761.0,1944.0,32:24,11,Recovery,19.0,6077.5,7.84,175,160,305,48.75,41.0,823,86.7,10.34,43,24
2025-09-11 17:21:09,2766.0,1949.0,32:29,11,Recovery,24.0,6088.74,8.2,172,160,293,48.56,39.5,842,95.5,10.53,43,24
2025-09-11 17:21:10,2767.0,1950.0,32:30,11,Recovery,25.0,6091.32,8.2,173,162,292,48.56,39.5,843,93.7,10.53,43,24
2025-09-11 17:21:14,2771.0,1954.0,32:34,11,Recovery,29.0,6101.62,8.73,169,164,291,48.65,39.75,951,89.7,9.75,43,24
2025-09-11 17:21:15,2772.0,1955.0,32:35,11,Recovery,30.0,6104.08,8.8,167,164,291,48.65,39.5,965,89.7,9.56,43,24
2025-09-11 17:21:21,2778.0,1961.0,32:41,11,Recovery,36.0,6118.76,9.0,165,162,289,48.56,39.0,938,92.7,9.25,43,24
2025-09-11 17:21:22,2779.0,1962.0,32:42,11,Recovery,37.0,6121.09,8.97,164,162,286,48.56,38.75,936,89.7,9.25,43,24
2025-09-11 17:21:26,2783.0,1966.0,32:46,11,Recovery,41.0,6127.04,8.97,161,158,323,48.53,42.0,942,49.7,7.81,43,24
2025-09-11 17:21:28,2785.0,1968.0,32:48,11,Recovery,43.0,6129.22,8.77,160,116,,,,974,44.7,6.03,43,24
2025-09-11 17:21:30,2787.0,1970.0,32:50,11,Recovery,45.0,6131.46,8.43,157,110,559,48.87,47.5,667,45.7,5.75,43,24
2025-09-11 17:21:31,2788.0,1971.0,32:51,11,Recovery,46.0,6132.32,5.27,157,108,,,,696,43.7,5.65,43,24
2025-09-11 17:21:34,2791.0,1974.0,32:54,11,Recovery,49.0,6135.07,3.59,158,104,,,,582,41.0,6.34,43,24
2025-09-11 17:21:35,2792.0,1975.0,32:55,12,Intensity,0.0,6136.61,3.43,157,144,304,48.96,46.25,345,78.0,24.68,43,24
2025-09-11 17:21:38,2795.0,1978.0,32:58,12,Intensity,3.0,6150.46,2.52,157,192,192,48.75,28.5,1402,97.5,8.0,43,24
2025-09-11 17:21:39,2796.0,1979.0,32:59,12,Intensity,4.0,6156.46,2.52,160,192,186,48.87,28.25,1647,98.5,7.03,43,24
2025-09-11 17:21:41,2798.0,1981.0,33:01,12,Intensity,6.0,6168.58,18.07,163,194,179,48.96,28.25,1700,96.5,6.12,42,24
2025-09-11 17:21:43,2800.0,1983.0,33:03,12,Intensity,8.0,6180.64,20.56,164,192,179,48.87,28.5,1755,95.5,5.65,43,24
2025-09-11 17:21:45,2802.0,1985.0,33:05,12,Intensity,10.0,6192.85,20.56,169,192,177,48.87,28.0,1775,97.5,5.46,43,24
2025-09-11 17:21:46,2803.0,1986.0,33:06,12,Intensity,11.0,6198.74,20.56,169,192,175,48.87,28.0,1784,93.7,5.25,43,24
2025-09-11 17:21:49,2806.0,1989.0,33:09,12,Intensity,14.0,6216.51,20.89,171,194,176,48.78,28.5,1773,94.5,5.15,42,24
2025-09-11 17:21:52,2809.0,1992.0,33:12,12,Intensity,17.0,6234.11,20.79,174,192,180,48.5,28.75,1792,94.5,5.06,42,24
2025-09-11 17:21:55,2812.0,1995.0,33:15,12,Intensity,20.0,6251.52,20.83,177,194,180,48.18,29.25,1771,93.7,5.15,42,24
2025-09-11 17:21:56,2813.0,1996.0,33:16,12,Intensity,21.0,6257.17,20.93,177,194,180,48.18,29.25,1800,106.2,5.25,42,24
2025-09-11 17:21:58,2815.0,1998.0,33:18,12,Intensity,23.0,6268.35,20.96,179,192,179,48.4,28.75,1825,100.5,5.15,42,24
2025-09-11 17:21:59,2816.0,1999.0,33:19,12,Intensity,24.0,6273.31,20.96,179,190,180,48.4,28.75,1817,99.5,5.15,43,24
2025-09-11 17:22:00,2817.0,2000.0,33:20,12,Intensity,25.0,6278.4,20.89,180,190,182,48.4,29.0,1816,97.5,5.06,43,24
2025-09-11 17:22:02,2819.0,2002.0,33:22,12,Intensity,27.0,6289.12,20.79,181,190,183,48.4,29.0,1787,94.5,4.96,43,24
2025-09-11 17:22:03,2820.0,2003.0,33:23,12,Intensity,28.0,6294.02,20.62,182,190,183,48.4,29.0,1765,95.5,5.15,43,24
2025-09-11 17:22:04,2821.0,2004.0,33:24,12,Intensity,29.0,6298.95,20.49,182,188,183,48.28,28.75,1773,96.5,5.06,43,24
2025-09-11 17:22:07,2824.0,2007.0,33:27,12,Intensity,32.0,6315.05,20.22,183,188,186,48.28,29.25,1727,92.7,5.06,43,24
2025-09-11 17:22:09,2826.0,2009.0,33:29,12,Intensity,34.0,6325.88,20.05,185,188,190,48.28,29.75,1728,92.7,5.06,44,24
2025-09-11 17:22:11,2828.0,2011.0,33:31,12,Intensity,36.0,6336.93,20.02,185,188,195,48.18,30.5,1734,92.7,5.06,44,24
2025-09-11 17:22:12,2829.0,2012.0,33:32,13,Recovery,0.0,6341.99,19.95,186,186,200,48.09,31.0,1750,93.7,5.06,44,24
2025-09-11 17:22:16,2833.0,2016.0,33:36,13,Recovery,4.0,6355.89,19.55,185,160,282,48.18,37.25,1750,111.2,5.56,43,24
2025-09-11 17:22:22,2839.0,2022.0,33:42,13,Recovery,10.0,6367.78,8.2,184,154,321,48.31,41.25,861,78.0,7.81,43,24
2025-09-11 17:22:24,2841.0,2024.0,33:44,13,Recovery,12.0,6372.05,7.25,181,156,316,48.31,41.0,769,88.7,9.75,43,24
2025-09-11 17:22:27,2844.0,2027.0,33:47,13,Recovery,15.0,6378.33,7.62,179,156,318,48.18,41.0,830,86.7,10.03,43,24
2025-09-11 17:22:33,2850.0,2033.0,33:53,13,Recovery,21.0,6391.75,7.39,174,158,311,48.18,41.0,810,87.7,10.43,43,24
2025-09-11 17:22:34,2851.0,2034.0,33:54,13,Recovery,22.0,6394.08,7.62,176,158,306,48.18,40.5,820,88.7,10.43,43,24
2025-09-11 17:22:37,2854.0,2037.0,33:57,13,Recovery,25.0,6401.41,8.0,171,160,299,48.09,40.25,835,83.0,9.93,43,24
2025-09-11 17:22:40,2857.0,2040.0,34:00,13,Recovery,28.0,6408.01,8.18,169,160,301,48.31,40.25,859,85.7,9.75,44,24
2025-09-11 17:22:41,2858.0,2041.0,34:01,13,Recovery,29.0,6410.23,8.2,168,160,298,48.43,40.0,858,84.7,9.65,44,24
2025-09-11 17:22:45,2862.0,2045.0,34:05,13,Recovery,33.0,6419.81,8.16,162,160,298,48.12,40.0,854,86.7,9.93,44,24
2025-09-11 17:22:49,2866.0,2049.0,34:09,13,Recovery,37.0,6428.96,8.23,160,160,299,48.03,39.75,885,88.7,9.93,44,24
2025-09-11 17:22:54,2871.0,2054.0,34:14,13,Recovery,42.0,6439.48,8.23,160,156,318,48.12,40.75,1159,69.2,8.68,44,24
2025-09-11 17:22:56,2873.0,2056.0,34:16,13,Recovery,44.0,6442.47,8.23,161,120,402,48.03,50.0,1025,67.2,7.4,44,24
2025-09-11 17:22:57,2874.0,2057.0,34:17,13,Recovery,45.0,6443.98,8.2,159,120,,,,855,64.2,7.12,44,24
2025-09-11 17:22:59,2876.0,2059.0,34:19,13,Recovery,47.0,6446.55,7.73,155,118,,,,851,47.7,6.71,44,24
2025-09-11 17:23:01,2878.0,2061.0,34:21,14,Intensity,0.0,6448.64,6.28,154,94,543,48.31,50.0,845,44.7,6.03,44,24
2025-09-11 17:23:03,2880.0,2063.0,34:23,14,Intensity,2.0,6452.95,5.64,156,192,203,48.53,34.25,366,84.7,24.0,44,24
2025-09-11 17:23:04,2881.0,2064.0,34:24,14,Intensity,3.0,6457.45,5.31,156,194,197,48.4,32.0,572,91.7,20.5,43,24
2025-09-11 17:23:06,2883.0,2066.0,34:26,14,Intensity,5.0,6469.6,5.31,162,198,174,48.65,28.25,1755,89.7,6.43,43,24
2025-09-11 17:23:08,2885.0,2068.0,34:28,14,Intensity,7.0,6481.72,15.58,165,198,170,48.84,27.75,1849,92.7,5.56,43,24
2025-09-11 17:23:09,2886.0,2069.0,34:29,14,Intensity,8.0,6487.61,21.2,166,198,169,48.93,27.75,1845,91.7,5.25,43,24
2025-09-11 17:23:10,2887.0,2070.0,34:30,14,Intensity,9.0,6493.35,21.68,168,196,172,48.93,28.0,1854,91.7,5.15,43,24
2025-09-11 17:23:11,2888.0,2071.0,34:31,14,Intensity,10.0,6498.93,21.68,168,196,174,48.93,28.5,1839,90.7,4.96,43,24
2025-09-11 17:23:12,2889.0,2072.0,34:32,14,Intensity,11.0,6504.37,21.68,169,196,174,48.93,28.25,1832,90.7,4.96,42,24
2025-09-11 17:23:13,2890.0,2073.0,34:33,14,Intensity,12.0,6509.97,20.93,170,196,176,48.84,28.5,1811,90.7,4.96,43,24
2025-09-11 17:23:14,2891.0,2074.0,34:34,14,Intensity,13.0,6515.91,20.4,170,192,178,48.84,28.5,1817,94.5,4.96,43,24
2025-09-11 17:23:16,2893.0,2076.0,34:36,14,Intensity,15.0,6527.59,20.28,173,192,182,48.84,29.25,1801,94.5,5.06,43,24
2025-09-11 17:23:18,2895.0,2078.0,34:38,14,Intensity,17.0,6539.02,20.56,175,190,182,48.65,29.0,1807,94.5,5.06,43,24
2025-09-11 17:23:21,2898.0,2081.0,34:41,14,Intensity,20.0,6556.06,20.56,178,192,183,48.53,29.25,1780,93.7,5.06,43,24
2025-09-11 17:23:22,2899.0,2082.0,34:42,14,Intensity,21.0,6561.52,20.42,179,192,185,48.53,29.75,1785,95.5,5.06,43,24
2025-09-11 17:23:23,2900.0,2083.0,34:43,14,Intensity,22.0,6566.85,20.39,179,190,183,48.53,29.25,1791,94.5,5.06,43,24
2025-09-11 17:23:27,2904.0,2087.0,34:47,14,Intensity,26.0,6588.55,20.25,181,190,185,48.34,29.25,1772,94.5,5.06,43,24
2025-09-11 17:23:31,2908.0,2091.0,34:51,14,Intensity,30.0,6610.43,20.02,183,190,186,48.15,29.5,1751,91.7,5.06,43,24
2025-09-11 17:23:33,2910.0,2093.0,34:53,14,Intensity,32.0,6621.95,19.95,184,190,188,48.43,29.75,1743,93.7,5.15,43,24
2025-09-11 17:23:34,2911.0,2094.0,34:54,14,Intensity,33.0,6627.58,19.92,184,190,190,48.53,30.0,1752,94.5,5.15,43,24
