activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio,unknown_87,unknown_88,unknown_90,lap_number
running,37.200000000000045,89,9348.18,37.200000000000045,5.822,0.0,188,522829577,51827978,5.822,204.0,48.56,30.75,2269.0,24,2025-09-11 17:36:53,125.7,4.87,0,300,-1.0,31
running,37.200000000000045,84,9353.38,37.200000000000045,5.822,0.0,188,522829705,51827227,5.822,231.0,48.75,32.5,2185.0,24,2025-09-11 17:36:55,124.0,4.87,0,300,-1.0,31
running,37.0,77,9356.3,37.0,4.171,0.5,189,522829707,51826795,4.171,519.0,49.0,50.0,1277.0,24,2025-09-11 17:36:57,72.2,4.28,0,300,-1.0,31
running,37.0,51,9359.37,37.0,2.053,0.5,189,522829589,51826376,2.053,531.0,49.12,46.75,1074.0,24,2025-09-11 17:36:59,43.7,4.28,0,300,-1.0,31
walking,37.0,52,9361.03,37.0,1.736,0.5,189,522829533,51826130,1.736,,,,590.0,24,2025-09-11 17:37:00,46.7,5.34,0,300,-1.0,31
running,36.799999999999955,79,9363.05,36.799999999999955,1.53,0.5,189,522829492,51825835,1.53,269.0,49.53,44.5,639.0,24,2025-09-11 17:37:01,83.7,13.46,0,300,-1.0,31
running,36.799999999999955,80,9365.23,36.799999999999955,1.53,0.0,189,522829416,51825528,1.53,269.0,49.53,36.25,672.0,24,2025-09-11 17:37:02,88.7,13.65,0,300,-1.0,31
running,36.39999999999998,80,9374.8,36.39999999999998,2.183,0.0,185,522829027,51824213,2.183,293.0,49.65,39.25,888.0,24,2025-09-11 17:37:06,93.7,11.4,0,300,-1.0,31
running,36.200000000000045,81,9384.52,36.200000000000045,2.389,0.0,182,522828541,51822938,2.389,295.0,49.31,40.0,880.0,24,2025-09-11 17:37:10,84.7,10.15,0,300,-1.0,31
running,36.799999999999955,81,9398.62,36.799999999999955,2.417,0.0,181,522827936,51821019,2.417,303.0,49.25,40.75,895.0,24,2025-09-11 17:37:16,86.7,9.56,0,300,-1.0,31
running,36.799999999999955,81,9403.62,36.799999999999955,2.407,0.0,177,522827727,51820336,2.407,301.0,49.25,40.5,892.0,24,2025-09-11 17:37:18,87.7,9.65,0,300,-1.0,31
running,36.39999999999998,80,9417.89,36.39999999999998,2.407,0.5,174,522827135,51818381,2.407,300.0,49.25,40.5,895.0,24,2025-09-11 17:37:24,86.7,9.56,0,300,-1.0,31
running,36.799999999999955,78,9429.89,36.799999999999955,2.379,0.5,171,522826616,51816749,2.379,312.0,49.06,40.5,887.0,24,2025-09-11 17:37:30,69.2,9.06,0,300,-1.0,31
running,37.60000000000002,51,9432.3,37.60000000000002,2.342,0.0,171,522826484,51816442,2.342,484.0,48.96,40.75,1603.0,24,2025-09-11 17:37:32,58.5,6.03,0,300,-1.0,31
walking,37.799999999999955,50,9433.53,37.799999999999955,2.333,0.0,171,522826396,51816306,2.333,,,,757.0,24,2025-09-11 17:37:33,57.5,5.56,0,300,-1.0,31
walking,37.799999999999955,56,9437.27,37.799999999999955,1.765,0.5,167,522826127,51815898,1.765,,,,681.0,24,2025-09-11 17:37:36,51.7,6.53,0,300,-1.0,31
running,37.60000000000002,76,9445.12,37.60000000000002,1.363,0.5,167,522825735,51814867,1.363,333.0,49.25,47.75,604.0,24,2025-09-11 17:37:41,83.7,11.9,0,300,-1.0,31
running,37.60000000000002,87,9447.48,37.60000000000002,1.382,0.0,167,522825660,51814531,1.382,285.0,49.15,43.75,477.0,24,2025-09-11 17:37:42,51.7,11.21,0,300,-1.0,32
running,37.39999999999998,108,9450.9,37.39999999999998,1.484,0.0,165,522825459,51814106,1.484,248.0,49.03,40.75,584.0,24,2025-09-11 17:37:43,63.2,11.5,0,300,-1.0,32
running,36.799999999999955,108,9468.79,36.799999999999955,1.839,0.0,166,522824071,51812294,1.839,174.0,49.34,29.75,1479.0,24,2025-09-11 17:37:46,76.0,8.18,0,300,-1.0,32
running,36.60000000000002,106,9481.73,36.60000000000002,5.655,0.0,167,522822827,51811440,5.655,168.0,49.87,29.0,1725.0,24,2025-09-11 17:37:48,82.0,5.84,0,300,-1.0,32
running,36.799999999999955,103,9494.25,36.799999999999955,6.196,0.5,169,522821497,51811186,6.196,171.0,49.96,29.0,1828.0,24,2025-09-11 17:37:50,83.7,5.06,0,300,-1.0,32
running,37.0,101,9506.29,37.0,6.373,0.5,171,522820217,51811435,6.373,171.0,49.96,29.0,1883.0,24,2025-09-11 17:37:52,86.7,4.78,0,300,-1.0,32
running,37.200000000000045,100,9517.94,37.200000000000045,6.373,0.5,173,522819074,51812130,6.373,174.0,49.56,29.25,1881.0,24,2025-09-11 17:37:54,90.7,4.78,0,300,-1.0,32
running,37.60000000000002,100,9530.03,37.60000000000002,6.14,0.0,175,522818135,51813352,6.14,175.0,49.37,29.25,1863.0,24,2025-09-11 17:37:56,89.7,4.68,0,300,-1.0,32
running,37.799999999999955,99,9542.55,37.799999999999955,6.074,0.5,177,522817511,51814995,6.074,178.0,49.15,29.75,1857.0,24,2025-09-11 17:37:58,87.7,4.56,0,300,-1.0,32
running,38.0,99,9555.38,38.0,6.074,0.5,179,522817075,51816799,6.074,178.0,48.9,29.5,1856.0,24,2025-09-11 17:38:00,87.7,4.56,0,300,-1.0,32
running,38.0,98,9567.21,38.0,6.186,0.5,182,522817027,51818552,6.186,179.0,48.9,29.25,1902.0,24,2025-09-11 17:38:02,89.7,4.46,0,300,-1.0,32
running,37.799999999999955,98,9579.53,37.799999999999955,6.196,0.5,183,522817272,51820345,6.196,178.0,48.65,29.25,1891.0,24,2025-09-11 17:38:04,90.7,4.46,0,300,-1.0,32
running,37.60000000000002,98,9591.81,37.60000000000002,6.158,0.0,184,522817729,51822052,6.158,179.0,48.65,29.25,1894.0,24,2025-09-11 17:38:06,89.7,4.46,0,300,-1.0,32
running,37.799999999999955,98,9598.19,37.799999999999955,6.158,0.0,185,522818039,51822897,6.158,181.0,48.65,29.5,1897.0,24,2025-09-11 17:38:07,89.7,4.46,0,300,-1.0,32
running,37.60000000000002,98,9616.26,37.60000000000002,6.158,0.0,188,522818795,51825365,6.158,183.0,48.65,30.0,1895.0,24,2025-09-11 17:38:10,86.7,4.37,0,300,-1.0,32
running,37.60000000000002,98,9634.44,37.60000000000002,6.158,0.0,189,522819603,51827818,6.158,181.0,48.75,29.5,1892.0,24,2025-09-11 17:38:13,88.7,4.46,0,300,-1.0,32
running,37.60000000000002,97,9651.85,37.60000000000002,6.14,0.0,190,522820295,51830215,6.14,185.0,48.75,29.75,2060.0,24,2025-09-11 17:38:16,91.7,4.56,0,300,-1.0,33
running,37.60000000000002,84,9661.46,37.60000000000002,6.14,0.5,190,522820863,51831419,6.14,214.0,48.62,30.25,2273.0,24,2025-09-11 17:38:18,126.7,4.87,0,300,-1.0,33
running,37.60000000000002,82,9664.55,37.60000000000002,6.13,0.0,191,522821060,51831808,6.13,238.0,48.62,32.25,2068.0,24,2025-09-11 17:38:19,120.0,4.96,0,300,-1.0,33
running,37.60000000000002,78,9666.8,37.60000000000002,6.084,0.5,191,522821163,51832124,6.084,272.0,48.62,35.25,1874.0,24,2025-09-11 17:38:20,87.7,4.87,0,300,-1.0,33
running,37.39999999999998,49,9669.88,37.39999999999998,3.107,0.5,191,522821206,51832600,3.107,355.0,48.0,35.25,1301.0,24,2025-09-11 17:38:23,99.5,5.06,0,300,-1.0,33
running,36.799999999999955,79,9677.32,36.799999999999955,1.185,0.5,190,522821904,51833139,1.185,316.0,48.56,42.25,656.0,24,2025-09-11 17:38:28,81.0,15.12,0,300,-1.0,33
running,36.799999999999955,80,9683.97,36.799999999999955,1.773,0.0,187,522822580,51833466,1.773,303.0,48.81,40.25,733.0,24,2025-09-11 17:38:31,85.7,12.68,0,300,-1.0,33
running,36.799999999999955,81,9695.77,36.799999999999955,2.323,0.5,186,522823817,51833859,2.323,291.0,48.71,39.5,822.0,24,2025-09-11 17:38:36,86.7,10.81,0,300,-1.0,33
running,36.60000000000002,81,9703.35,36.60000000000002,2.342,0.5,183,522824625,51833974,2.342,292.0,48.37,39.75,844.0,24,2025-09-11 17:38:39,87.7,10.53,0,300,-1.0,33
running,37.0,81,9715.34,37.0,2.394,0.5,183,522825894,51833738,2.394,298.0,48.28,40.5,873.0,24,2025-09-11 17:38:44,84.7,9.65,0,300,-1.0,33
running,37.0,81,9726.09,37.0,2.408,0.5,180,522826936,51833059,2.408,297.0,48.37,40.25,885.0,24,2025-09-11 17:38:48,85.7,9.56,0,300,-1.0,33
running,36.799999999999955,81,9737.06,36.799999999999955,2.436,0.5,178,522827818,51831988,2.436,294.0,48.43,40.0,917.0,24,2025-09-11 17:38:52,85.7,9.25,0,300,-1.0,33
running,37.0,81,9744.28,37.0,2.464,0.0,175,522828336,51831192,2.464,299.0,48.31,40.25,934.0,24,2025-09-11 17:38:55,86.7,9.06,0,300,-1.0,33
running,37.0,80,9752.97,37.0,2.454,0.0,173,522828897,51830173,2.454,304.0,48.21,40.25,918.0,24,2025-09-11 17:38:59,85.7,9.25,0,300,-1.0,33
running,36.39999999999998,57,9760.18,36.39999999999998,2.417,0.5,173,522829169,51829169,2.417,507.0,48.18,50.0,1062.0,24,2025-09-11 17:39:03,60.5,7.21,0,300,-1.0,33
walking,36.200000000000045,59,9761.56,36.200000000000045,2.398,0.0,173,522829226,51828981,2.398,,,,990.0,24,2025-09-11 17:39:04,57.5,6.62,0,300,-1.0,33
walking,36.0,59,9762.75,36.0,2.389,0.0,172,522829268,51828813,2.389,,,,964.0,24,2025-09-11 17:39:05,57.5,6.53,0,300,-1.0,33
walking,35.60000000000002,58,9764.2,35.60000000000002,2.381,0.0,172,522829319,51828609,2.381,,,,655.0,24,2025-09-11 17:39:06,57.5,7.31,0,300,-1.0,34
running,36.0,102,9766.57,36.0,2.174,0.5,172,522829391,51828274,2.174,199.0,48.12,32.5,429.0,24,2025-09-11 17:39:07,72.2,18.93,0,300,-1.0,34
running,35.200000000000045,95,9770.28,35.200000000000045,1.945,0.5,172,522829433,51827726,1.945,204.0,48.0,32.25,550.0,24,2025-09-11 17:39:08,85.7,18.15,0,300,-1.0,34
running,35.799999999999955,97,9775.22,35.799999999999955,1.945,0.5,173,522829391,51826995,1.945,198.0,48.25,32.0,997.0,24,2025-09-11 17:39:09,94.5,15.03,0,300,-1.0,34
running,35.799999999999955,99,9801.25,35.799999999999955,5.487,0.0,174,522828457,51823371,5.487,181.0,48.5,29.75,1904.0,24,2025-09-11 17:39:13,93.7,6.03,0,300,-1.0,34
running,36.200000000000045,99,9826.83,36.200000000000045,6.41,0.0,177,522827248,51819964,6.41,179.0,48.5,29.5,1893.0,24,2025-09-11 17:39:17,89.7,5.46,0,300,-1.0,34
running,36.39999999999998,100,9833.19,36.39999999999998,6.317,0.0,178,522826944,51819119,6.317,175.0,48.4,29.25,1878.0,24,2025-09-11 17:39:18,116.0,5.65,0,300,-1.0,34
running,36.60000000000002,100,9852.27,36.60000000000002,6.317,0.5,181,522826031,51816586,6.317,173.0,48.4,29.0,1888.0,24,2025-09-11 17:39:21,89.7,4.96,0,300,-1.0,34
running,36.60000000000002,100,9858.53,36.60000000000002,6.336,0.0,181,522825743,51815747,6.336,174.0,48.4,29.0,1916.0,24,2025-09-11 17:39:22,87.7,4.68,0,300,-1.0,34
running,36.799999999999955,100,9876.89,36.799999999999955,6.354,0.0,184,522824795,51813363,6.354,175.0,48.18,29.25,1904.0,24,2025-09-11 17:39:25,86.7,4.37,0,300,-1.0,34
running,37.0,99,9888.92,37.0,6.336,0.5,185,522823879,51812111,6.336,175.0,47.93,29.0,1900.0,24,2025-09-11 17:39:27,85.7,4.28,0,300,-1.0,34
running,37.200000000000045,99,9900.49,37.200000000000045,6.224,0.0,185,522822798,51811273,6.224,178.0,47.84,29.5,1898.0,24,2025-09-11 17:39:29,86.7,4.28,0,300,-1.0,34
running,37.200000000000045,99,9911.59,37.200000000000045,6.186,0.0,187,522821639,51810900,6.186,180.0,47.84,29.75,1870.0,24,2025-09-11 17:39:31,86.7,4.37,0,300,-1.0,34
running,37.200000000000045,99,9922.72,37.200000000000045,6.149,0.0,188,522820450,51811048,6.149,180.0,47.93,29.75,1850.0,24,2025-09-11 17:39:33,85.7,4.37,0,300,-1.0,34
running,37.200000000000045,98,9933.9,37.200000000000045,6.065,0.5,190,522819317,51811587,6.065,181.0,47.93,29.75,1817.0,24,2025-09-11 17:39:35,88.7,4.56,0,300,-1.0,34
running,37.200000000000045,98,9945.08,37.200000000000045,6.009,0.5,191,522818323,51812511,6.009,180.0,47.84,29.5,1809.0,24,2025-09-11 17:39:37,88.7,4.56,0,300,-1.0,34
running,37.200000000000045,98,9956.2,37.200000000000045,5.962,0.0,191,522817593,51813809,5.962,179.0,47.93,29.25,1807.0,24,2025-09-11 17:39:39,87.7,4.56,0,300,-1.0,34
running,36.39999999999998,96,9967.52,36.39999999999998,5.925,0.0,191,522817103,51815346,5.925,188.0,48.03,30.0,1824.0,24,2025-09-11 17:39:41,92.7,4.68,0,300,-1.0,35
running,36.0,81,9979.81,36.0,5.841,0.5,192,522816745,51817101,5.841,255.0,47.62,40.5,2239.0,24,2025-09-11 17:39:44,126.7,5.15,0,300,-1.0,35
running,35.799999999999955,73,9988.82,35.799999999999955,2.199,0.0,192,522816677,51818439,2.199,355.0,47.96,41.75,1462.0,24,2025-09-11 17:39:49,59.5,4.46,0,300,-1.0,35
running,35.39999999999998,73,9995.68,35.39999999999998,1.522,0.5,191,522816794,51819437,1.522,363.0,48.53,43.75,607.0,24,2025-09-11 17:39:53,74.0,10.43,0,300,-1.0,35
running,35.200000000000045,76,10002.17,35.200000000000045,1.774,0.0,190,522817026,51820345,1.774,333.0,48.62,42.25,683.0,24,2025-09-11 17:39:56,78.0,11.12,0,300,-1.0,35
running,34.799999999999955,79,10013.69,34.799999999999955,2.156,0.0,185,522817570,51821880,2.156,315.0,48.62,41.25,833.0,24,2025-09-11 17:40:01,87.7,10.34,0,300,-1.0,35
running,35.0,79,10017.94,35.0,2.259,0.0,183,522817761,51822452,2.259,314.0,48.62,41.5,841.0,24,2025-09-11 17:40:03,85.7,10.03,0,300,-1.0,35
running,35.0,80,10031.25,35.0,2.221,0.0,179,522818401,51824218,2.221,308.0,48.5,40.75,834.0,24,2025-09-11 17:40:09,86.7,10.15,0,300,-1.0,35
running,34.60000000000002,79,10044.59,34.60000000000002,2.24,0.5,177,522818871,51826087,2.24,305.0,48.5,40.25,847.0,25,2025-09-11 17:40:15,89.7,10.34,0,300,-1.0,35
running,34.39999999999998,80,10049.39,34.39999999999998,2.249,0.0,176,522819083,51826737,2.249,303.0,48.4,40.25,846.0,25,2025-09-11 17:40:17,90.7,10.43,0,300,-1.0,35
running,34.39999999999998,79,10059.85,34.39999999999998,2.258,0.5,172,522819763,51827968,2.258,307.0,48.4,40.75,853.0,25,2025-09-11 17:40:22,83.7,10.15,0,300,-1.0,35
running,34.39999999999998,79,10063.92,34.39999999999998,2.249,0.5,170,522819964,51828503,2.249,310.0,48.4,41.0,826.0,25,2025-09-11 17:40:24,85.7,10.34,0,300,-1.0,35
running,34.200000000000045,77,10077.6,34.200000000000045,2.23,0.5,168,522820561,51830350,2.23,314.0,48.5,40.5,960.0,25,2025-09-11 17:40:30,101.5,10.62,0,300,-1.0,35
running,34.200000000000045,77,10079.23,34.200000000000045,2.23,0.5,168,522820624,51830577,2.23,314.0,48.5,40.5,960.0,25,2025-09-11 17:40:31,101.5,10.62,0,300,-1.0,35
walking,34.60000000000002,54,10080.77,34.60000000000002,0.942,0.5,139,522820890,51831749,0.942,,,,616.0,25,2025-09-11 17:40:58,46.7,8.09,0,300,-1.0,35
running,34.60000000000002,71,10082.88,34.60000000000002,1.185,0.5,141,522820763,51831490,1.185,277.0,49.18,46.5,593.0,25,2025-09-11 17:40:59,87.7,9.65,0,300,-1.0,35
running,34.60000000000002,80,10085.36,34.60000000000002,1.297,0.5,142,522820618,51831181,1.297,283.0,48.81,37.75,593.0,25,2025-09-11 17:41:00,100.5,16.5,0,300,-1.0,35
running,34.60000000000002,80,10088.15,34.60000000000002,1.381,0.5,145,522820466,51830825,1.381,288.0,48.81,38.5,843.0,25,2025-09-11 17:41:01,100.5,14.25,0,300,-1.0,35
running,34.200000000000045,80,10099.94,34.200000000000045,2.603,0.0,148,522819893,51829265,2.603,291.0,48.81,38.75,1023.0,25,2025-09-11 17:41:05,104.2,11.31,0,300,-1.0,35
running,34.200000000000045,79,10102.32,34.200000000000045,2.678,0.5,148,522819786,51828944,2.678,293.0,48.81,38.75,1083.0,25,2025-09-11 17:41:06,104.2,10.93,0,300,-1.0,35
running,31.399999999999977,67,10102.32,31.399999999999977,0.0,0.0,116,522822297,51829639,0.0,359.0,46.87,41.75,225.0,25,2025-09-11 17:43:10,78.0,32.12,0,300,-1.0,35
running,31.200000000000045,70,10104.15,31.200000000000045,0.69,0.0,118,522822246,51829372,0.69,351.0,47.18,41.75,234.0,25,2025-09-11 17:43:11,80.0,31.12,0,300,-1.0,35
running,31.399999999999977,77,10108.98,31.399999999999977,1.626,0.5,122,522822195,51828658,1.626,314.0,47.31,40.25,718.0,25,2025-09-11 17:43:13,99.5,21.56,0,300,-1.0,35
running,31.600000000000023,79,10114.77,31.600000000000023,1.699,0.0,125,522821965,51827862,1.699,306.0,47.53,40.0,888.0,25,2025-09-11 17:43:15,100.5,11.81,0,300,-1.0,35
running,31.799999999999955,80,10122.85,31.799999999999955,2.594,0.0,128,522821549,51826811,2.594,298.0,47.84,39.5,965.0,25,2025-09-11 17:43:18,92.7,10.03,0,300,-1.0,35
running,32.60000000000002,79,10131.64,32.60000000000002,2.538,0.5,128,522821115,51825652,2.538,307.0,48.06,40.75,954.0,25,2025-09-11 17:43:22,87.7,9.37,0,300,-1.0,35
running,33.0,80,10146.21,33.0,2.249,0.5,130,522820306,51823803,2.249,299.0,48.31,40.0,868.0,25,2025-09-11 17:43:28,89.7,10.03,0,300,-1.0,35
running,33.200000000000045,81,10161.13,33.200000000000045,2.398,0.5,130,522819595,51821823,2.398,299.0,48.53,40.5,898.0,25,2025-09-11 17:43:34,86.7,9.37,0,300,-1.0,35
running,33.39999999999998,81,10166.18,33.39999999999998,2.426,0.5,131,522819336,51821164,2.426,298.0,48.62,40.5,899.0,25,2025-09-11 17:43:36,85.7,9.37,0,300,-1.0,35
running,33.60000000000002,81,10171.41,33.60000000000002,2.436,0.5,130,522819080,51820473,2.436,296.0,48.62,40.0,904.0,25,2025-09-11 17:43:38,89.7,9.56,0,300,-1.0,35
running,33.799999999999955,82,10176.63,33.799999999999955,2.445,0.0,133,522818841,51819773,2.445,295.0,48.62,40.0,913.0,25,2025-09-11 17:43:40,89.7,9.46,0,300,-1.0,35
running,33.799999999999955,82,10181.37,33.799999999999955,2.473,0.0,134,522818607,51819150,2.473,297.0,48.62,40.5,923.0,25,2025-09-11 17:43:42,87.7,9.37,0,300,-1.0,35
running,33.799999999999955,82,10196.31,33.799999999999955,2.492,0.0,135,522818040,51817141,2.492,296.0,48.62,40.5,916.0,25,2025-09-11 17:43:48,88.7,9.46,0,300,-1.0,35
running,33.60000000000002,81,10206.66,33.60000000000002,2.501,0.5,139,522818902,51816255,2.501,295.0,48.62,40.25,932.0,25,2025-09-11 17:43:52,88.7,9.56,0,300,-1.0,35
running,33.60000000000002,81,10223.0,33.60000000000002,2.529,0.5,139,522820540,51815385,2.529,290.0,48.87,39.5,970.0,25,2025-09-11 17:43:58,91.7,9.37,0,300,-1.0,35
running,33.799999999999955,82,10225.88,33.799999999999955,2.539,0.0,140,522820824,51815213,2.539,292.0,48.87,40.0,969.0,25,2025-09-11 17:43:59,91.7,9.25,0,300,-1.0,35
running,33.200000000000045,82,10241.75,33.200000000000045,2.576,0.0,141,522822440,51814480,2.576,291.0,49.15,39.5,990.0,25,2025-09-11 17:44:05,90.7,9.06,0,300,-1.0,35
running,33.200000000000045,82,10246.7,33.200000000000045,2.585,0.0,141,522822971,51814432,2.585,292.0,48.93,40.0,979.0,25,2025-09-11 17:44:07,90.7,8.96,0,300,-1.0,35
running,33.0,82,10264.16,33.0,2.595,0.5,142,522824688,51815267,2.595,291.0,48.84,40.0,976.0,25,2025-09-11 17:44:13,88.7,8.87,0,300,-1.0,35
running,32.799999999999955,82,10282.12,32.799999999999955,2.623,0.5,140,522825567,51817621,2.623,291.0,48.65,40.0,1028.0,25,2025-09-11 17:44:19,98.5,8.87,0,300,-1.0,35
running,32.799999999999955,82,10285.12,32.799999999999955,2.632,0.0,141,522825684,51818035,2.632,290.0,48.65,39.5,1038.0,25,2025-09-11 17:44:20,99.5,8.96,0,300,-1.0,35
running,32.799999999999955,81,10302.48,32.799999999999955,2.669,0.5,142,522826385,51820421,2.669,289.0,48.75,39.25,1040.0,25,2025-09-11 17:44:26,95.5,9.06,0,300,-1.0,35
running,32.799999999999955,81,10305.36,32.799999999999955,2.678,0.5,141,522826515,51820810,2.678,289.0,48.75,39.0,1038.0,25,2025-09-11 17:44:27,96.5,9.06,0,300,-1.0,35
running,32.60000000000002,82,10322.34,32.60000000000002,2.706,0.0,142,522827278,51823099,2.706,291.0,48.34,39.5,1027.0,25,2025-09-11 17:44:33,91.7,8.78,0,300,-1.0,35
running,32.39999999999998,82,10330.18,32.39999999999998,2.715,0.5,142,522827602,51824173,2.715,287.0,48.43,39.25,1016.0,25,2025-09-11 17:44:36,92.7,8.87,0,300,-1.0,35
running,32.0,83,10346.37,32.0,2.715,0.0,142,522828430,51826281,2.715,287.0,48.75,39.5,986.0,25,2025-09-11 17:44:42,88.7,8.87,0,300,-1.0,35
running,32.0,83,10349.23,32.0,2.715,0.0,140,522828557,51826666,2.715,287.0,48.75,39.5,989.0,25,2025-09-11 17:44:43,90.7,8.96,0,300,-1.0,35
running,32.200000000000045,82,10360.14,32.200000000000045,2.725,0.5,143,522829018,51828149,2.725,289.0,48.84,39.5,1003.0,26,2025-09-11 17:44:47,89.7,8.78,0,300,-1.0,35
running,32.200000000000045,82,10368.23,32.200000000000045,2.725,0.0,144,522829086,51829342,2.725,292.0,48.84,40.0,1010.0,26,2025-09-11 17:44:50,87.7,8.59,0,300,-1.0,35
running,32.200000000000045,82,10370.72,32.200000000000045,2.725,0.0,142,522828953,51829668,2.725,294.0,48.84,40.25,1014.0,26,2025-09-11 17:44:51,88.7,8.59,0,300,-1.0,35
running,32.200000000000045,81,10375.99,32.200000000000045,2.725,0.5,143,522828483,51830099,2.725,295.0,48.84,40.0,1001.0,26,2025-09-11 17:44:53,88.7,8.59,0,300,-1.0,35
running,32.0,82,10393.35,32.0,2.725,0.0,144,522826719,51830930,2.725,296.0,48.75,40.25,1017.0,26,2025-09-11 17:44:59,90.7,8.78,0,300,-1.0,35
running,32.0,81,10396.24,32.0,2.734,0.5,144,522826415,51831016,2.734,297.0,48.65,40.25,1032.0,26,2025-09-11 17:45:00,93.7,8.87,0,300,-1.0,35
running,32.200000000000045,81,10413.32,32.200000000000045,2.753,0.0,145,522824621,51830797,2.753,291.0,48.93,39.25,1040.0,26,2025-09-11 17:45:06,96.5,8.96,0,300,-1.0,35
running,32.200000000000045,81,10416.03,32.200000000000045,2.762,0.0,144,522824358,51830622,2.762,291.0,48.93,39.0,1042.0,26,2025-09-11 17:45:07,96.5,9.15,0,300,-1.0,35
running,32.200000000000045,81,10433.08,32.200000000000045,2.781,0.5,145,522822930,51829053,2.781,292.0,48.93,39.5,1030.0,26,2025-09-11 17:45:13,94.5,8.96,0,300,-1.0,35
running,32.200000000000045,81,10435.93,32.200000000000045,2.781,0.5,144,522822726,51828735,2.781,291.0,48.93,39.5,1026.0,26,2025-09-11 17:45:14,93.7,8.96,0,300,-1.0,35
running,32.799999999999955,81,10453.14,32.799999999999955,2.79,0.5,142,522821513,51826816,2.79,290.0,48.75,39.25,1028.0,26,2025-09-11 17:45:20,94.5,8.96,0,300,-1.0,35
running,32.799999999999955,82,10458.94,32.799999999999955,2.79,0.0,143,522821148,51826117,2.79,290.0,48.75,39.5,1030.0,26,2025-09-11 17:45:22,92.7,8.78,0,300,-1.0,35
running,32.60000000000002,82,10476.8,32.60000000000002,2.818,0.0,145,522820110,51823894,2.818,289.0,48.75,39.5,1056.0,26,2025-09-11 17:45:28,91.7,8.59,0,300,-1.0,35
running,32.799999999999955,82,10479.6,32.799999999999955,2.827,0.0,144,522819961,51823531,2.827,286.0,48.75,39.25,1057.0,26,2025-09-11 17:45:29,91.7,8.46,0,300,-1.0,35
running,32.60000000000002,82,10496.94,32.60000000000002,2.846,0.5,145,522819054,51821284,2.846,290.0,48.65,39.75,1059.0,26,2025-09-11 17:45:35,92.7,8.37,0,300,-1.0,35
running,32.39999999999998,82,10499.94,32.39999999999998,2.855,0.5,147,522818916,51820880,2.855,286.0,48.53,39.0,1061.0,26,2025-09-11 17:45:36,91.7,8.37,0,300,-1.0,35
running,32.799999999999955,83,10517.03,32.799999999999955,2.874,0.0,146,522818085,51818622,2.874,287.0,48.53,39.5,1048.0,26,2025-09-11 17:45:42,87.7,8.28,0,300,-1.0,35
running,33.0,83,10520.01,33.0,2.874,0.0,146,522817954,51818218,2.874,286.0,48.53,39.5,1051.0,26,2025-09-11 17:45:43,90.7,8.46,0,300,-1.0,35
running,33.0,83,10525.86,33.0,2.883,0.0,146,522817825,51817380,2.883,287.0,48.28,39.5,1056.0,26,2025-09-11 17:45:45,92.7,8.59,0,300,-1.0,35
running,32.60000000000002,82,10531.08,32.60000000000002,2.883,0.5,146,522818111,51816721,2.883,289.0,48.18,39.5,1058.0,26,2025-09-11 17:45:47,91.7,8.37,0,300,-1.0,35
running,32.200000000000045,83,10549.18,32.200000000000045,2.883,0.5,146,522819875,51815593,2.883,291.0,48.28,40.25,1040.0,26,2025-09-11 17:45:53,87.7,8.28,0,300,-1.0,35
running,32.200000000000045,82,10566.35,32.200000000000045,2.911,0.5,142,522821621,51814786,2.911,291.0,48.4,40.0,1069.0,26,2025-09-11 17:45:59,88.7,8.09,0,300,-1.0,35
running,32.200000000000045,82,10569.26,32.200000000000045,2.911,0.5,141,522821931,51814730,2.911,292.0,48.4,40.0,1062.0,26,2025-09-11 17:46:00,88.7,8.18,0,300,-1.0,35
running,32.39999999999998,82,10575.0,32.39999999999998,2.902,0.5,138,522822546,51814742,2.902,289.0,48.5,39.5,1051.0,26,2025-09-11 17:46:02,90.7,8.37,0,300,-1.0,35
running,32.39999999999998,82,10590.11,32.39999999999998,2.902,0.5,139,522824028,51815626,2.902,289.0,48.5,39.5,1041.0,26,2025-09-11 17:46:07,89.7,8.46,0,300,-1.0,35
running,31.799999999999955,82,10605.54,31.799999999999955,2.911,0.5,143,522825179,51817268,2.911,289.0,48.5,39.5,1064.0,26,2025-09-11 17:46:12,89.7,8.28,0,300,-1.0,35
running,31.799999999999955,82,10608.63,31.799999999999955,2.921,0.0,143,522825373,51817639,2.921,289.0,48.5,39.25,1074.0,26,2025-09-11 17:46:13,91.7,8.46,0,300,-1.0,35
running,31.600000000000023,82,10611.88,31.600000000000023,2.921,0.0,143,522825574,51818033,2.921,288.0,48.5,39.25,1076.0,26,2025-09-11 17:46:14,100.5,8.59,0,300,-1.0,35
running,31.600000000000023,82,10615.06,31.600000000000023,2.921,0.0,146,522825776,51818415,2.921,287.0,48.59,39.0,1081.0,26,2025-09-11 17:46:15,102.5,8.68,0,300,-1.0,35
running,31.0,82,10633.85,31.0,2.939,0.0,145,522826632,51820938,2.939,288.0,48.87,39.25,1086.0,26,2025-09-11 17:46:21,91.7,8.37,0,300,-1.0,35
