activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio,unknown_87,unknown_88,unknown_90,lap_number
running,42.39999999999998,76,0.0,42.39999999999998,1.577,0.0,89,522825949,51839174,1.577,314.0,48.65,39.75,885.0,30,2025-09-11 16:35:03,83.7,12.78,0,300,,1
running,42.39999999999998,76,3.17,42.39999999999998,1.577,0.0,90,522826330,51838994,1.577,311.0,48.9,39.5,624.0,30,2025-09-11 16:35:04,87.7,13.84,0,300,,1
running,42.39999999999998,76,5.65,42.39999999999998,1.577,0.0,95,522826597,51838980,1.577,308.0,48.9,38.75,933.0,30,2025-09-11 16:35:05,99.5,15.62,0,300,,1
running,42.60000000000002,76,9.09,42.60000000000002,1.577,0.5,98,522826947,51838818,1.577,304.0,48.9,38.75,1078.0,30,2025-09-11 16:35:06,113.2,11.59,0,300,,1
running,42.60000000000002,77,11.55,42.60000000000002,1.773,0.0,100,522827213,51838795,1.773,302.0,48.81,38.75,905.0,30,2025-09-11 16:35:07,115.0,12.78,0,300,,1
running,42.39999999999998,78,14.07,42.39999999999998,2.153,0.5,103,522827485,51838758,2.153,294.0,48.71,38.25,922.0,30,2025-09-11 16:35:08,112.2,12.59,0,300,,1
running,42.799999999999955,79,19.47,42.799999999999955,2.622,0.5,109,522828053,51838587,2.622,265.0,48.56,34.75,926.0,30,2025-09-11 16:35:10,113.2,12.37,0,300,,1
running,42.799999999999955,80,26.39,42.799999999999955,2.622,0.0,112,522828762,51838276,2.622,261.0,48.31,34.75,953.0,30,2025-09-11 16:35:12,114.2,12.09,0,300,,1
running,42.799999999999955,80,33.05,42.799999999999955,2.771,0.5,114,522829379,51837784,2.771,266.0,48.09,35.5,1067.0,30,2025-09-11 16:35:14,112.2,11.31,0,300,,1
running,43.0,80,36.1,43.0,2.883,0.5,117,522829588,51837409,2.883,267.0,47.96,35.75,1093.0,30,2025-09-11 16:35:15,112.2,11.03,0,300,,1
running,43.0,80,46.14,43.0,3.014,0.0,121,522829947,51835891,3.014,274.0,47.96,36.5,1098.0,30,2025-09-11 16:35:18,106.2,10.03,0,300,,1
running,43.60000000000002,80,52.55,43.60000000000002,3.014,0.5,123,522830178,51834972,3.014,276.0,47.87,37.0,1101.0,30,2025-09-11 16:35:20,105.2,9.75,0,300,,1
running,43.799999999999955,81,62.15,43.799999999999955,3.005,0.0,126,522830167,51833550,3.005,281.0,47.96,37.75,1098.0,30,2025-09-11 16:35:23,105.2,9.37,0,300,,1
running,43.799999999999955,81,67.98,43.799999999999955,2.995,0.0,129,522830108,51832677,2.995,281.0,47.96,37.75,1110.0,30,2025-09-11 16:35:25,114.2,9.75,0,300,,1
running,43.60000000000002,80,79.84,43.60000000000002,2.967,0.5,132,522830694,51831191,2.967,292.0,47.75,39.25,1098.0,30,2025-09-11 16:35:30,94.5,8.87,0,300,,1
running,43.60000000000002,80,81.96,43.60000000000002,2.949,0.0,133,522830888,51831027,2.949,292.0,47.65,39.0,1093.0,30,2025-09-11 16:35:31,101.5,8.87,0,300,,1
running,43.799999999999955,81,97.9,43.799999999999955,2.827,0.0,133,522832375,51829883,2.827,295.0,47.65,39.5,1012.0,30,2025-09-11 16:35:37,91.7,8.87,0,300,,1
running,43.799999999999955,81,100.56,43.799999999999955,2.827,0.0,133,522832550,51829570,2.827,295.0,47.75,39.75,1011.0,30,2025-09-11 16:35:38,90.7,8.78,0,300,,1
running,44.200000000000045,80,113.86,44.200000000000045,2.79,0.0,131,522832562,51827650,2.79,294.0,47.65,39.25,1034.0,30,2025-09-11 16:35:43,91.7,9.25,0,300,,1
running,44.60000000000002,80,119.12,44.60000000000002,2.771,0.5,132,522832460,51826885,2.771,292.0,47.65,39.25,1006.0,30,2025-09-11 16:35:45,93.7,9.25,0,300,,1
running,44.60000000000002,80,129.53,44.60000000000002,2.715,0.5,131,522831930,51825537,2.715,295.0,47.87,39.5,995.0,30,2025-09-11 16:35:49,95.5,9.37,0,300,,1
running,44.60000000000002,81,145.83,44.60000000000002,2.678,0.0,132,522831044,51823459,2.678,291.0,47.96,39.25,996.0,30,2025-09-11 16:35:55,95.5,9.56,0,300,,1
running,44.39999999999998,80,151.21,44.39999999999998,2.687,0.5,132,522830793,51822739,2.687,291.0,47.96,39.0,995.0,30,2025-09-11 16:35:57,100.5,9.56,0,300,,1
running,44.39999999999998,80,160.36,44.39999999999998,2.678,0.5,135,522830371,51821512,2.678,293.0,47.96,39.0,1002.0,30,2025-09-11 16:36:00,98.5,9.56,0,300,,1
running,44.39999999999998,81,169.8,44.39999999999998,2.697,0.0,136,522829886,51820278,2.697,287.0,48.09,38.5,1034.0,30,2025-09-11 16:36:03,101.5,9.65,0,300,,1
running,44.60000000000002,80,186.53,44.60000000000002,2.753,0.5,134,522829291,51817958,2.753,288.0,48.5,38.75,1042.0,30,2025-09-11 16:36:09,98.5,9.37,0,300,,1
running,44.799999999999955,81,191.85,44.799999999999955,2.753,0.0,133,522829160,51817185,2.753,288.0,48.5,39.0,1038.0,30,2025-09-11 16:36:11,99.5,9.37,0,300,,1
running,44.799999999999955,81,206.63,44.799999999999955,2.753,0.5,135,522828674,51815101,2.753,291.0,48.31,39.5,1009.0,30,2025-09-11 16:36:17,96.5,9.37,0,300,,1
running,45.0,80,211.49,45.0,2.743,0.5,135,522828523,51814410,2.743,293.0,48.18,39.5,1003.0,30,2025-09-11 16:36:19,97.5,9.46,0,300,,1
running,44.799999999999955,81,225.38,44.799999999999955,2.715,0.0,132,522827890,51812555,2.715,291.0,48.09,39.25,974.0,30,2025-09-11 16:36:24,98.5,9.93,0,300,,1
running,45.200000000000045,80,243.18,45.200000000000045,2.706,0.5,133,522827025,51810221,2.706,289.0,48.43,38.75,1009.0,30,2025-09-11 16:36:30,106.2,10.25,0,300,,1
running,45.0,80,246.25,45.0,2.706,0.5,134,522826809,51809877,2.706,288.0,48.43,38.5,1016.0,30,2025-09-11 16:36:31,105.2,10.15,0,300,,1
running,45.0,80,261.52,45.0,2.734,0.5,133,522825506,51808534,2.734,285.0,48.75,38.0,1022.0,30,2025-09-11 16:36:37,106.2,10.15,0,300,,1
running,45.0,80,264.17,45.0,2.734,0.5,132,522825252,51808357,2.734,285.0,48.65,38.25,1014.0,30,2025-09-11 16:36:38,105.2,10.15,0,300,,1
running,44.60000000000002,80,281.35,44.60000000000002,2.715,0.5,132,522823507,51807538,2.715,288.0,48.34,38.5,995.0,30,2025-09-11 16:36:44,102.5,10.15,0,300,,1
running,44.60000000000002,80,284.16,44.60000000000002,2.715,0.5,131,522823209,51807471,2.715,289.0,48.34,38.75,999.0,30,2025-09-11 16:36:45,104.2,10.25,0,300,,1
running,44.39999999999998,80,300.32,44.39999999999998,2.715,0.5,131,522821477,51807427,2.715,288.0,48.53,38.5,999.0,30,2025-09-11 16:36:51,105.2,10.03,0,300,,1
running,44.39999999999998,80,306.6,44.39999999999998,2.706,0.5,130,522820803,51807497,2.706,281.0,48.53,37.75,993.0,30,2025-09-11 16:36:53,114.2,10.62,0,300,,1
running,44.200000000000045,80,322.97,44.200000000000045,2.725,0.5,134,522819086,51808021,2.725,286.0,48.87,38.25,1033.0,30,2025-09-11 16:36:58,108.2,10.43,0,300,,1
running,44.0,81,332.74,44.0,2.753,0.0,134,522818163,51808731,2.753,280.0,48.87,38.0,1049.0,30,2025-09-11 16:37:01,105.2,9.84,0,300,,1
running,43.799999999999955,81,346.78,43.799999999999955,2.818,0.5,132,522817328,51810467,2.818,277.0,48.65,37.25,1105.0,30,2025-09-11 16:37:06,110.2,9.65,0,300,,1
running,44.0,80,359.08,44.0,2.874,0.5,129,522816774,51812122,2.874,283.0,48.46,37.75,1096.0,30,2025-09-11 16:37:10,107.2,9.65,0,300,,1
running,44.0,80,362.1,44.0,2.883,0.5,126,522816654,51812539,2.883,286.0,48.37,38.0,1099.0,30,2025-09-11 16:37:11,108.2,9.65,0,300,,1
running,44.39999999999998,80,371.08,44.39999999999998,2.939,0.5,129,522816360,51813805,2.939,284.0,48.37,37.75,1109.0,30,2025-09-11 16:37:14,109.2,9.65,0,300,,1
running,44.39999999999998,80,374.09,44.39999999999998,2.939,0.0,129,522816306,51814246,2.939,285.0,48.37,38.0,1107.0,30,2025-09-11 16:37:15,109.2,9.56,0,300,,1
running,44.200000000000045,80,382.9,44.200000000000045,2.949,0.5,124,522816216,51815548,2.949,283.0,48.46,38.0,1098.0,30,2025-09-11 16:37:18,105.2,9.37,0,300,,1
running,44.200000000000045,80,388.25,44.200000000000045,2.958,0.0,121,522816089,51816322,2.958,291.0,48.37,38.75,1104.0,30,2025-09-11 16:37:20,105.2,9.25,0,300,,1
running,44.200000000000045,80,391.1,44.200000000000045,2.958,0.0,114,522816039,51816738,2.958,291.0,48.46,38.75,1098.0,29,2025-09-11 16:37:21,104.2,9.37,0,300,,1
running,44.200000000000045,80,393.74,44.200000000000045,2.958,0.0,111,522816033,51817130,2.958,292.0,48.46,38.75,1096.0,29,2025-09-11 16:37:22,105.2,9.37,0,300,,1
running,44.200000000000045,80,396.34,44.200000000000045,2.939,0.0,111,522816058,51817514,2.939,294.0,48.46,39.25,1092.0,29,2025-09-11 16:37:23,104.2,9.25,0,300,,1
running,44.200000000000045,80,404.34,44.200000000000045,2.921,0.0,114,522816226,51818678,2.921,291.0,48.37,38.5,1077.0,29,2025-09-11 16:37:26,101.5,9.46,0,300,,1
running,44.200000000000045,80,406.99,44.200000000000045,2.911,0.0,118,522816315,51819050,2.911,292.0,48.28,38.75,1072.0,29,2025-09-11 16:37:27,103.5,9.46,0,300,,1
running,44.0,80,409.73,44.0,2.911,0.0,121,522816422,51819429,2.911,293.0,48.28,39.0,1065.0,29,2025-09-11 16:37:28,102.5,9.46,0,300,,1
running,44.0,80,412.32,44.0,2.902,0.5,127,522816517,51819790,2.902,291.0,48.15,38.75,1058.0,29,2025-09-11 16:37:29,102.5,9.56,0,300,,1
running,44.0,80,414.84,44.0,2.893,0.0,130,522816614,51820140,2.893,292.0,48.15,38.75,1062.0,29,2025-09-11 16:37:30,113.2,9.65,0,300,,1
running,44.0,80,417.43,44.0,2.893,0.0,133,522816732,51820487,2.893,291.0,48.15,39.0,1057.0,29,2025-09-11 16:37:31,105.2,9.65,0,300,,1
running,44.200000000000045,80,420.03,44.200000000000045,2.883,0.0,133,522816861,51820829,2.883,292.0,48.25,38.75,1055.0,29,2025-09-11 16:37:32,104.2,9.65,0,300,,1
running,44.0,80,425.4,44.0,2.865,0.0,133,522817170,51821502,2.865,295.0,48.25,39.0,1048.0,29,2025-09-11 16:37:34,102.5,9.56,0,300,,1
running,44.0,80,427.89,44.0,2.865,0.0,133,522817284,51821835,2.865,292.0,48.25,38.75,1041.0,29,2025-09-11 16:37:35,102.5,9.75,0,300,,1
running,43.799999999999955,80,444.94,43.799999999999955,2.827,0.0,134,522818104,51824099,2.827,289.0,48.25,38.5,1045.0,29,2025-09-11 16:37:41,106.2,9.84,0,300,,1
running,44.0,80,460.98,44.0,2.837,0.0,133,522818865,51826231,2.837,297.0,48.43,39.5,1052.0,29,2025-09-11 16:37:47,99.5,9.37,0,300,,1
running,44.0,80,477.38,44.0,2.818,0.5,132,522819530,51828485,2.818,292.0,48.53,39.25,1041.0,29,2025-09-11 16:37:53,101.5,9.56,0,300,,1
running,44.0,80,479.95,44.0,2.818,0.5,130,522819638,51828835,2.818,295.0,48.53,39.75,1037.0,29,2025-09-11 16:37:54,94.5,9.25,0,300,,1
running,44.0,80,484.79,44.0,2.818,0.5,127,522819838,51829498,2.818,296.0,48.53,39.75,1037.0,29,2025-09-11 16:37:56,92.7,9.06,0,300,,1
running,44.200000000000045,80,492.55,44.200000000000045,2.799,0.5,124,522820133,51830574,2.799,293.0,48.65,39.5,1000.0,29,2025-09-11 16:37:59,92.7,9.15,0,300,,1
running,44.200000000000045,80,500.61,44.200000000000045,2.781,0.5,127,522820529,51831634,2.781,292.0,48.65,39.25,997.0,29,2025-09-11 16:38:02,98.5,9.46,0,300,,1
running,44.0,81,517.95,44.0,2.771,0.0,128,522821283,51833986,2.771,293.0,48.65,39.5,1043.0,29,2025-09-11 16:38:08,96.5,9.25,0,300,,1
running,43.799999999999955,80,523.29,43.799999999999955,2.781,0.5,130,522821481,51834731,2.781,291.0,48.65,39.0,1049.0,29,2025-09-11 16:38:10,99.5,9.25,0,300,,1
running,44.0,80,540.05,44.0,2.781,0.5,132,522822054,51837082,2.781,285.0,48.65,38.0,1049.0,29,2025-09-11 16:38:16,108.2,9.93,0,300,,1
running,44.0,80,542.95,44.0,2.781,0.5,133,522822179,51837476,2.781,284.0,48.65,38.0,1046.0,29,2025-09-11 16:38:17,109.2,10.15,0,300,,1
running,44.200000000000045,81,557.62,44.200000000000045,2.79,0.5,134,522823244,51838952,2.79,277.0,48.56,37.5,1043.0,29,2025-09-11 16:38:22,107.2,10.15,0,300,,1
running,44.200000000000045,81,576.25,44.200000000000045,2.799,0.0,136,522825234,51839127,2.799,280.0,48.34,37.75,1062.0,29,2025-09-11 16:38:28,107.2,9.84,0,300,,1
running,44.200000000000045,81,579.39,44.200000000000045,2.799,0.0,135,522825570,51839090,2.799,280.0,48.34,37.75,1064.0,29,2025-09-11 16:38:29,106.2,9.75,0,300,,1
running,43.799999999999955,82,597.8,43.799999999999955,2.818,0.0,136,522827499,51838532,2.818,282.0,48.43,38.25,1063.0,29,2025-09-11 16:38:35,101.5,9.25,0,300,,1
running,43.799999999999955,82,600.94,43.799999999999955,2.827,0.0,136,522827823,51838395,2.827,283.0,48.43,38.75,1063.0,29,2025-09-11 16:38:36,100.5,9.25,0,300,,1
running,44.0,82,611.57,44.0,2.837,0.0,139,522828874,51837786,2.837,284.0,48.43,38.5,1071.0,29,2025-09-11 16:38:39,101.5,9.25,0,300,,1
running,44.200000000000045,81,622.08,44.200000000000045,2.846,0.5,142,522829819,51836938,2.846,284.0,48.43,38.5,1086.0,29,2025-09-11 16:38:42,101.5,9.15,0,300,,1
running,44.39999999999998,81,625.43,44.39999999999998,2.846,0.5,141,522830071,51836584,2.846,286.0,48.34,38.75,1106.0,29,2025-09-11 16:38:43,101.5,9.15,0,300,,1
running,45.39999999999998,80,640.15,45.39999999999998,2.874,0.5,143,522830646,51834576,2.874,293.0,48.34,39.0,1117.0,29,2025-09-11 16:38:48,101.5,8.87,0,300,,1
running,45.60000000000002,80,654.64,45.60000000000002,2.883,0.5,140,522830261,51832494,2.883,292.0,48.25,39.0,1093.0,29,2025-09-11 16:38:53,106.2,9.15,0,300,,1
running,43.799999999999955,80,657.26,43.799999999999955,2.883,0.0,140,522830334,51832119,2.883,295.0,48.25,39.25,1094.0,29,2025-09-11 16:38:54,100.5,9.06,0,300,,1
running,43.39999999999998,80,667.26,43.39999999999998,2.88,0.0,140,522831016,51830994,2.88,294.0,48.25,39.25,1073.0,29,2025-09-11 16:38:58,99.5,9.06,0,300,,1
running,43.60000000000002,81,681.66,43.60000000000002,2.812,0.5,137,522832299,51829802,2.812,291.0,48.21,39.5,1000.0,29,2025-09-11 16:39:04,95.5,9.37,0,300,,1
running,43.39999999999998,81,685.98,43.39999999999998,2.793,0.5,136,522832477,51829217,2.793,288.0,48.21,39.0,991.0,29,2025-09-11 16:39:06,95.5,9.46,0,300,,1
running,44.799999999999955,81,702.75,44.799999999999955,2.717,0.5,136,522832368,51826750,2.717,289.0,47.87,39.0,978.0,29,2025-09-11 16:39:12,96.5,9.65,0,300,,1
running,45.0,81,706.07,45.0,2.717,0.5,135,522832201,51826313,2.717,288.0,47.87,39.0,983.0,29,2025-09-11 16:39:13,96.5,9.65,0,300,,1
running,43.799999999999955,81,724.23,43.799999999999955,2.79,0.0,137,522831255,51823963,2.79,288.0,47.96,38.75,1045.0,29,2025-09-11 16:39:19,101.5,9.56,0,300,,1
running,43.799999999999955,81,727.0,43.799999999999955,2.79,0.0,137,522831084,51823628,2.79,288.0,48.06,39.0,1049.0,29,2025-09-11 16:39:20,97.5,9.37,0,300,,1
running,44.200000000000045,82,743.65,44.200000000000045,2.784,0.0,135,522830334,51821392,2.784,279.0,47.96,38.25,1013.0,29,2025-09-11 16:39:26,104.2,9.75,0,300,,1
running,45.0,81,761.05,45.0,2.813,0.5,137,522829434,51819131,2.813,276.0,48.06,37.5,1104.0,29,2025-09-11 16:39:31,112.2,9.84,0,300,,1
running,45.0,81,770.5,45.0,2.855,0.0,136,522829028,51817840,2.855,280.0,48.25,37.75,1117.0,29,2025-09-11 16:39:34,111.2,9.75,0,300,,1
running,45.200000000000045,81,787.89,45.200000000000045,2.911,0.0,137,522828377,51815414,2.911,286.0,48.15,38.25,1121.0,29,2025-09-11 16:39:40,103.5,9.15,0,300,,1
running,45.200000000000045,81,791.79,45.200000000000045,2.902,0.0,139,522828234,51814870,2.902,287.0,48.25,38.75,1062.0,29,2025-09-11 16:39:42,90.7,8.96,0,300,,1
running,45.0,82,806.37,45.0,2.799,0.0,139,522827619,51812890,2.799,277.0,48.06,37.75,1015.0,29,2025-09-11 16:39:47,108.2,10.03,0,300,,1
running,45.200000000000045,82,824.18,45.200000000000045,2.846,0.0,140,522826839,51810486,2.846,279.0,48.18,38.0,1059.0,29,2025-09-11 16:39:53,105.2,9.75,0,300,,1
running,45.0,82,830.34,45.0,2.865,0.0,140,522826402,51809800,2.865,276.0,48.18,37.5,1061.0,29,2025-09-11 16:39:55,105.2,9.75,0,300,,1
running,45.0,82,843.96,45.0,2.874,0.0,141,522825216,51808625,2.874,258.0,48.53,35.0,1055.0,29,2025-09-11 16:40:00,107.2,9.93,0,300,,1
running,44.799999999999955,82,860.16,44.799999999999955,2.855,0.0,142,522823614,51807687,2.855,270.0,48.71,37.0,1041.0,29,2025-09-11 16:40:06,106.2,9.93,0,300,,1
running,44.799999999999955,82,863.09,44.799999999999955,2.855,0.0,141,522823305,51807601,2.855,272.0,48.71,37.5,1033.0,29,2025-09-11 16:40:07,104.2,9.84,0,300,,1
running,44.60000000000002,83,868.99,44.60000000000002,2.846,0.0,138,522822678,51807476,2.846,275.0,48.71,38.0,1032.0,29,2025-09-11 16:40:09,100.5,9.75,0,300,,1
running,43.799999999999955,82,880.36,43.799999999999955,2.855,0.5,137,522821460,51807320,2.855,273.0,48.93,37.5,1044.0,29,2025-09-11 16:40:13,104.2,9.84,0,300,,1
running,43.799999999999955,82,887.11,43.799999999999955,2.872,0.5,137,522820734,51807361,2.872,265.0,48.81,36.5,1039.0,29,2025-09-11 16:40:15,106.2,9.93,0,300,,1
running,43.200000000000045,83,908.67,43.200000000000045,2.902,0.0,136,522818521,51808326,2.902,250.0,48.9,34.25,1110.0,29,2025-09-11 16:40:21,111.2,9.75,0,300,,1
running,43.60000000000002,82,923.91,43.60000000000002,2.961,0.5,134,522817410,51809967,2.961,265.0,48.21,36.25,1161.0,29,2025-09-11 16:40:26,108.2,9.25,0,300,,1
running,43.60000000000002,83,940.51,43.60000000000002,3.024,0.0,137,522816746,51812245,3.024,264.0,47.9,36.5,1135.0,29,2025-09-11 16:40:31,110.2,9.37,0,300,,1
running,43.60000000000002,82,943.64,43.60000000000002,3.035,0.5,138,522816625,51812678,3.035,268.0,48.03,36.75,1145.0,29,2025-09-11 16:40:32,109.2,9.25,0,300,,1
running,43.799999999999955,82,962.34,43.799999999999955,3.102,0.5,140,522816185,51815379,3.102,276.0,48.03,38.0,1132.0,29,2025-09-11 16:40:38,100.5,8.78,0,300,,1
running,43.39999999999998,82,965.64,43.39999999999998,3.106,0.5,140,522816139,51815863,3.106,276.0,48.03,37.75,1136.0,29,2025-09-11 16:40:39,110.2,8.96,0,300,,1
running,43.39999999999998,82,968.75,43.39999999999998,3.106,0.0,137,522816125,51816324,3.106,276.0,48.15,37.75,1136.0,28,2025-09-11 16:40:40,109.2,8.96,0,300,,1
running,44.200000000000045,82,983.97,44.200000000000045,3.098,0.0,138,522816178,51818575,3.098,282.0,48.46,38.25,1131.0,28,2025-09-11 16:40:45,102.5,8.87,0,300,,1
running,44.799999999999955,82,986.75,44.799999999999955,3.101,0.0,138,522816217,51818984,3.101,284.0,48.46,38.75,1129.0,28,2025-09-11 16:40:46,98.5,8.68,0,300,,1
running,44.0,81,999.25,44.0,3.104,0.0,137,522816501,51820807,3.104,288.0,48.68,38.75,1077.0,28,2025-09-11 16:40:51,96.5,8.78,0,300,,1
running,43.799999999999955,81,1001.22,43.799999999999955,3.062,0.0,137,522816578,51821079,3.062,291.0,48.68,39.5,1068.0,28,2025-09-11 16:40:52,96.5,8.68,0,300,,1
running,43.39999999999998,80,1012.15,43.39999999999998,2.912,0.5,138,522817104,51822528,2.912,296.0,48.46,39.75,933.0,28,2025-09-11 16:40:57,97.5,9.65,0,300,,1
running,43.39999999999998,81,1025.49,43.39999999999998,2.828,0.0,136,522817800,51824258,2.828,299.0,48.68,40.25,981.0,28,2025-09-11 16:41:02,91.7,9.25,0,300,,1
running,43.39999999999998,79,1033.15,43.39999999999998,2.781,0.5,135,522818181,51825265,2.781,303.0,48.37,40.25,1006.0,28,2025-09-11 16:41:05,100.5,9.56,0,300,,1
running,43.39999999999998,80,1049.48,43.39999999999998,2.697,0.0,134,522818985,51827416,2.697,293.0,48.56,39.25,987.0,28,2025-09-11 16:41:11,99.5,9.84,0,300,,1
running,43.39999999999998,80,1052.33,43.39999999999998,2.697,0.5,133,522819115,51827798,2.697,292.0,48.65,39.25,986.0,28,2025-09-11 16:41:12,98.5,9.75,0,300,,1
running,43.200000000000045,80,1068.34,43.200000000000045,2.725,0.5,135,522819809,51829972,2.725,292.0,48.56,39.0,1005.0,28,2025-09-11 16:41:18,98.5,9.75,0,300,,1
running,43.200000000000045,81,1074.43,43.200000000000045,2.725,0.0,135,522820122,51830764,2.725,284.0,48.65,38.25,1013.0,28,2025-09-11 16:41:20,112.2,10.03,0,300,,1
running,44.39999999999998,81,1094.05,44.39999999999998,2.792,0.5,137,522821056,51833371,2.792,272.0,48.75,37.0,1085.0,28,2025-09-11 16:41:26,111.2,9.93,0,300,,1
running,44.39999999999998,81,1099.97,44.39999999999998,2.828,0.5,137,522821338,51834157,2.828,276.0,48.75,37.5,1101.0,28,2025-09-11 16:41:28,106.2,9.56,0,300,-3.0,1
running,44.39999999999998,81,1103.02,44.39999999999998,2.837,0.5,140,522821466,51834573,2.837,274.0,48.75,37.0,1110.0,28,2025-09-11 16:41:29,107.2,9.65,0,300,-3.0,1
running,43.60000000000002,81,1111.47,43.60000000000002,2.847,0.5,143,522821761,51835758,2.847,280.0,48.75,38.0,1099.0,28,2025-09-11 16:41:32,104.2,9.37,0,300,-3.0,1
running,44.0,82,1120.31,44.0,2.858,0.0,143,522822127,51836967,2.858,284.0,48.75,38.75,1075.0,28,2025-09-11 16:41:35,102.5,9.37,0,300,-3.0,1
running,44.0,82,1126.25,44.0,2.867,0.0,140,522822368,51837783,2.867,283.0,48.53,38.25,1074.0,28,2025-09-11 16:41:37,102.5,9.37,0,300,-3.0,1
running,44.200000000000045,82,1137.57,44.200000000000045,2.874,0.0,138,522823072,51839071,2.874,277.0,48.34,38.0,1058.0,28,2025-09-11 16:41:41,103.5,9.46,0,300,-3.0,1
running,42.799999999999955,82,1142.78,42.799999999999955,2.874,0.0,141,522823615,51839258,2.874,280.0,48.43,38.25,1052.0,28,2025-09-11 16:41:43,103.5,9.56,0,300,-3.0,1
running,43.799999999999955,82,1145.47,43.799999999999955,2.939,0.0,140,522823904,51839281,2.939,280.0,48.43,38.0,1048.0,28,2025-09-11 16:41:44,103.5,9.65,0,300,-3.0,1
running,43.39999999999998,81,1155.95,43.39999999999998,2.881,0.5,137,522825030,51839301,2.881,288.0,48.75,39.0,1030.0,28,2025-09-11 16:41:48,92.7,9.06,0,300,-3.0,1
running,42.39999999999998,81,1164.77,42.39999999999998,2.837,0.0,136,522825974,51839193,2.837,289.0,48.75,38.75,1018.0,28,2025-09-11 16:41:51,102.5,9.37,0,300,-3.0,1
running,44.0,81,1170.75,44.0,2.837,0.0,137,522826599,51838995,2.837,286.0,48.75,38.5,1020.0,28,2025-09-11 16:41:53,102.5,9.56,0,300,-3.0,1
running,44.39999999999998,81,1176.77,44.39999999999998,2.854,0.5,138,522827233,51838807,2.854,282.0,48.62,38.25,1023.0,28,2025-09-11 16:41:55,102.5,9.65,0,300,-3.0,1
running,44.0,82,1185.53,44.0,2.855,0.0,134,522828131,51838429,2.855,284.0,48.62,38.75,1032.0,28,2025-09-11 16:41:58,98.5,9.37,0,300,-3.0,1
running,44.39999999999998,82,1198.89,44.39999999999998,2.855,0.0,133,522829295,51837283,2.855,291.0,48.62,39.75,1053.0,28,2025-09-11 16:42:02,96.5,9.06,0,300,-3.0,1
running,44.60000000000002,82,1208.7,44.60000000000002,2.865,0.0,138,522829962,51836152,2.865,289.0,48.43,39.25,1075.0,28,2025-09-11 16:42:05,98.5,8.96,0,300,-3.0,1
running,43.0,81,1220.52,43.0,2.883,0.0,135,522830525,51834578,2.883,292.0,48.53,39.25,1105.0,28,2025-09-11 16:42:09,87.7,8.28,0,300,-3.0,1
running,43.799999999999955,82,1230.82,43.799999999999955,2.906,0.0,134,522830293,51833090,2.906,286.0,48.53,39.0,1077.0,28,2025-09-11 16:42:13,94.5,8.78,0,300,-3.0,1
running,45.60000000000002,82,1233.34,45.60000000000002,2.902,0.0,135,522830311,51832716,2.902,288.0,48.53,39.0,1055.0,28,2025-09-11 16:42:14,95.5,8.78,0,300,-3.0,1
running,46.0,81,1241.53,46.0,2.886,0.5,138,522830696,51831630,2.886,292.0,48.4,39.5,1030.0,28,2025-09-11 16:42:17,96.5,9.06,0,300,-3.0,1
running,46.39999999999998,81,1243.87,46.39999999999998,2.886,0.5,137,522830860,51831368,2.886,292.0,48.4,39.5,1039.0,28,2025-09-11 16:42:18,97.5,9.15,0,300,-3.0,1
running,46.799999999999955,81,1246.38,46.799999999999955,2.887,0.0,139,522831083,51831158,2.887,291.0,48.4,39.25,1037.0,28,2025-09-11 16:42:19,100.5,9.37,0,300,-3.0,1
running,46.799999999999955,81,1261.98,46.799999999999955,2.849,0.5,140,522832488,51829927,2.849,283.0,48.5,38.25,991.0,28,2025-09-11 16:42:25,103.5,10.03,0,300,-3.0,1
running,46.799999999999955,81,1267.57,46.799999999999955,2.84,0.5,142,522832656,51829149,2.84,281.0,48.5,38.0,1001.0,28,2025-09-11 16:42:27,103.5,10.03,0,300,-3.0,1
running,46.60000000000002,81,1275.64,46.60000000000002,2.84,0.5,142,522832689,51827944,2.84,284.0,48.5,38.25,1020.0,28,2025-09-11 16:42:30,102.5,9.93,0,300,-3.0,1
running,46.60000000000002,82,1281.16,46.60000000000002,2.84,0.0,139,522832564,51827154,2.84,282.0,48.5,38.75,995.0,28,2025-09-11 16:42:32,93.7,9.56,0,300,-3.0,1
running,44.799999999999955,82,1284.23,44.799999999999955,2.831,0.5,139,522832437,51826734,2.831,281.0,48.37,38.75,990.0,28,2025-09-11 16:42:33,93.7,9.56,0,300,-3.0,1
running,45.0,83,1291.1,45.0,2.831,0.0,136,522832054,51825858,2.831,286.0,48.28,39.25,1004.0,28,2025-09-11 16:42:35,92.7,9.25,0,300,-3.0,1
running,45.60000000000002,82,1308.45,45.60000000000002,2.867,0.0,136,522831173,51823591,2.867,280.0,48.28,38.25,1047.0,28,2025-09-11 16:42:41,98.5,9.15,0,300,-3.0,1
running,45.200000000000045,82,1311.95,45.200000000000045,2.865,0.0,136,522830941,51823182,2.865,278.0,48.37,38.0,1047.0,28,2025-09-11 16:42:42,102.5,9.25,0,300,-3.0,1
